layer,mean_pairwise_distance_final_token,std_pairwise_distance_final_token,centroid_norm,mean_distance_to_centroid,max_distance_to_centroid
0,1.346949,0.226528,0.435158,0.917136,1.093431
1,38.616993,4.724890,18.764870,26.129232,32.556919
2,45.666409,5.206185,25.141237,30.872465,36.690098
3,55.274025,7.433194,30.704149,37.309406,47.527016
4,63.615723,8.142281,35.900913,42.914581,54.875252
5,68.745972,8.534185,40.177319,46.378086,60.592289
6,66.647125,9.233043,39.148327,44.897247,60.312756
7,69.218719,10.581083,41.634319,46.624622,66.072060
8,70.969994,11.960931,43.709160,47.770691,69.735031
9,77.219124,11.106552,48.802708,52.079075,72.134468
10,82.316917,11.727610,55.877972,55.523182,79.270256
11,85.488007,12.059957,60.432060,57.672104,82.946877
12,85.921440,12.445662,63.319485,57.928051,83.931313
13,88.085960,12.189938,67.081100,59.406982,83.867218
14,93.994492,13.005616,77.173157,63.381760,89.003311
15,94.063515,13.110467,80.187042,63.431370,89.280128
16,95.297203,13.476123,85.971893,64.227585,89.766541
17,97.666130,13.387062,86.866852,65.884369,90.209198
18,103.188202,13.942254,92.299385,69.655266,92.476952
19,109.760796,15.271397,106.352676,74.101997,99.124336
20,124.201347,17.264002,111.282501,83.808510,107.729004
21,140.417770,17.386175,122.908455,94.906593,119.236649
22,168.544449,19.433184,170.035889,114.149933,136.163177
23,201.604660,21.597780,186.225815,136.581268,164.795151
24,242.780334,26.386137,223.640579,164.422043,195.343994
25,296.057739,26.285269,296.664429,200.678665,235.134171
26,349.622620,34.305267,326.615112,236.705154,275.521606
27,425.196259,42.481297,415.292572,287.659912,338.321289
28,120.456245,15.451768,55.693573,81.475319,98.336456
