layer,mean_pairwise_distance_final_token,std_pairwise_distance_final_token,centroid_norm,mean_distance_to_centroid,max_distance_to_centroid
0,1.455266,0.173482,0.580334,0.959458,1.248347
1,40.335545,2.836271,18.673708,26.643291,31.878441
2,46.289818,2.832666,23.560863,30.587173,35.048790
3,62.457867,3.868979,26.851078,41.269142,46.836975
4,73.290604,4.385374,29.536926,48.430573,55.135857
5,82.946335,3.610758,33.782803,54.837582,58.166729
6,86.142136,7.288733,33.018635,56.872910,70.907036
7,92.182785,7.929181,33.917629,60.849072,74.713013
8,95.674545,6.849768,36.108952,63.206959,74.339233
9,103.124863,5.907887,40.147945,68.160172,75.754944
10,111.431862,5.206330,44.955379,73.681213,80.108673
11,113.567688,4.710402,48.072174,75.100723,81.377640
12,119.391701,8.282889,51.275116,78.877007,89.191696
13,120.419815,7.871362,54.044308,79.572632,92.501839
14,128.098541,7.904350,59.425945,84.668961,98.623566
15,130.314255,7.180426,62.766407,86.146935,97.408394
16,135.933777,8.060529,68.140518,89.854004,99.875908
17,136.164352,7.151436,69.265366,90.021118,100.234482
18,142.483582,6.459274,71.808456,94.217392,104.352699
19,154.582916,6.927604,78.832985,102.229942,112.530708
20,180.908127,10.663963,90.809761,119.595657,133.429062
21,205.756226,11.093107,101.985962,136.006119,150.512711
22,239.231430,11.597334,142.918884,158.140411,169.107605
23,293.469086,17.797630,159.144791,193.892975,218.405472
24,330.446014,21.583521,197.362274,218.273941,244.846375
25,377.529846,21.687679,256.373260,249.471954,276.929626
26,415.466583,27.081104,306.239044,274.459839,305.771271
27,470.505524,34.642464,397.501678,310.708038,338.913208
28,117.545845,12.027136,71.977287,77.741249,90.669212
