layer,mean_pairwise_distance_final_token,std_pairwise_distance_final_token,centroid_norm,mean_distance_to_centroid,max_distance_to_centroid
0,0.000000,0.000000,1.021213,0.000000,0.000000
1,13.853775,4.828171,32.380009,9.314264,16.444017
2,19.223110,5.160421,38.625553,12.864996,20.080154
3,22.466223,4.682022,41.475605,14.944868,21.519657
4,33.224792,6.416557,47.740475,22.135578,29.159166
5,49.260284,6.880730,49.809280,32.608433,42.574181
6,47.909569,7.134176,49.971706,31.670313,42.640133
7,50.769047,7.779622,55.586281,33.553360,45.383629
8,55.939777,7.808028,59.001415,36.978355,48.628918
9,55.910896,7.551697,60.344776,36.978848,48.910484
10,60.171894,7.950330,66.126282,39.770531,53.221668
11,60.148373,7.325548,70.733696,39.778168,51.515900
12,64.721817,8.271480,78.509163,42.768730,55.240070
13,63.979099,7.649060,79.562332,42.304844,53.071114
14,70.767189,7.822596,90.292076,46.820145,57.197842
15,68.317223,7.645109,91.867798,45.185364,54.979324
16,68.542282,7.413783,100.001404,45.319942,55.601837
17,68.275665,7.475961,100.707870,45.151093,55.132229
18,68.588638,7.828455,103.760117,45.351109,54.966850
19,74.796135,9.180046,112.114685,49.433331,60.450508
20,84.785286,11.359683,137.790512,56.037880,71.289925
21,105.014664,12.578624,150.745895,69.460320,82.711296
22,135.282684,13.534407,196.918961,89.465965,100.164864
23,181.610397,20.441280,222.014679,120.260544,136.466537
24,226.756332,22.927004,258.180908,149.975281,168.486191
25,285.510437,32.318211,316.294769,189.043091,212.646545
26,327.832794,34.390285,366.835510,217.045776,245.000458
27,367.895721,37.971401,457.754486,243.479156,277.421112
28,91.634743,12.767803,79.418915,60.406857,77.801552
