layer,mean_pairwise_distance_final_token,std_pairwise_distance_final_token,centroid_norm,mean_distance_to_centroid,max_distance_to_centroid
0,2.067583,0.719808,0.817790,1.446451,1.588437
1,62.072533,14.443077,41.219540,41.656952,53.273594
2,63.778423,14.433873,49.197231,42.805500,54.729179
3,72.096611,14.913208,52.768238,48.401535,60.264713
4,84.722038,16.814838,58.017395,56.756306,68.989799
5,98.008003,18.142874,64.049034,65.360062,79.042305
6,116.181740,23.899036,72.732918,77.173592,100.857086
7,123.422401,24.249239,76.260315,81.885361,106.908272
8,132.630615,25.154331,80.383278,87.924614,110.875435
9,140.069290,27.288944,84.356674,92.770493,120.772469
10,150.805054,29.106363,95.677605,100.026535,124.347328
11,162.695145,31.978331,110.668312,107.938026,133.556137
12,177.459961,34.218689,116.647026,117.662643,145.849304
13,187.170303,34.606255,115.506004,124.109268,154.211548
14,197.212006,36.452679,115.872078,130.763016,161.647263
15,203.070206,37.153282,115.509827,134.660645,168.502228
16,211.224854,36.431416,117.060547,140.157562,171.120193
17,219.561646,35.066479,117.447144,145.708679,178.075378
18,224.789825,34.973961,118.210762,149.201401,182.704880
19,228.578293,35.799606,120.030235,151.707367,187.088531
20,231.786057,36.184807,121.064247,153.889618,189.990341
21,235.835861,36.167938,124.484741,156.618378,193.945770
22,238.504745,36.121403,128.115677,158.416016,194.815491
23,241.744232,36.622505,131.484360,160.550308,196.927277
24,243.264511,36.997437,134.968964,161.550247,198.776260
25,246.360703,37.884632,135.951553,163.637604,202.323013
26,249.980728,38.814060,137.272003,166.021179,206.694016
27,253.527023,38.766174,138.621292,168.440765,207.425735
28,259.295319,38.259472,143.551453,172.302795,211.074646
29,262.352478,40.500626,147.224869,174.374954,214.883865
30,265.868225,41.873749,149.738983,176.625275,220.464050
31,268.076416,42.952862,152.296997,178.084457,223.501846
32,272.777344,43.942120,158.180023,181.324493,226.675537
33,272.080536,43.428574,164.885483,180.849030,226.301941
34,272.404388,43.659344,171.434326,180.997742,228.152481
35,273.623718,43.241394,173.896042,181.835556,227.716370
36,272.299713,42.580368,174.708755,180.979034,224.323288
37,270.710632,42.426777,178.964767,179.951828,221.108917
38,268.379974,41.909008,181.736618,178.420410,216.344879
39,270.356262,41.684212,189.822220,179.772034,217.057922
40,268.170959,41.654499,198.349701,178.447968,213.457199
41,268.469696,41.733849,213.053833,178.700439,211.884903
42,270.961609,42.764198,206.914703,180.350784,215.644470
43,274.742157,43.008038,208.909317,182.936691,215.801437
44,285.157013,44.310715,222.299118,189.903076,222.729797
45,297.900970,47.150124,262.679535,198.586792,228.851334
46,313.440155,51.717361,270.375793,208.905777,245.748535
47,330.603333,55.703720,291.212402,220.488922,255.662308
48,364.483704,61.210407,320.817902,243.256866,275.108795
49,398.086426,67.905190,335.808533,265.697174,300.036163
50,447.042236,77.859451,375.185486,298.470093,340.567291
51,489.639801,86.846313,396.786255,326.992950,372.752350
52,551.489685,99.349983,448.647583,368.472778,417.352570
53,604.918945,109.670349,502.482056,404.297882,470.064087
54,662.889954,121.307289,558.287659,443.107849,508.810699
55,714.161743,131.160904,602.194763,477.451050,549.071045
56,782.675293,144.616974,670.234314,523.721130,600.078918
57,844.038574,154.424332,755.866089,564.925415,644.015991
58,901.510620,165.011993,831.598083,603.416199,684.084717
59,961.871704,175.257919,911.054443,643.848083,727.297302
60,1026.752808,188.296768,1023.069153,686.944092,781.146973
61,1095.992310,200.027710,1135.769897,733.432678,827.116577
62,1202.943359,220.981216,1379.651978,805.589783,906.121826
63,1445.246216,270.211060,2014.756104,970.062927,1088.810425
64,175.858032,43.559196,145.444977,118.583069,136.368134
